siteID,plotID,collectDate,taxonID,tagID,sex,lifeStage,larvalTicksAttached,adultTicksAttached
HARV,HARV_008,2017-05-16,GLVO,NEON.MAM.D01.O008C3170516,F,adult,U,U
HARV,HARV_008,2017-05-16,PELE,NEON.MAM.D01.R2936,F,adult,N,N
HARV,HARV_008,2017-05-16,TAST,NEON.MAM.D01.R1211,M,adult,N,N
HARV,HARV_021,2017-05-16,PELE,NEON.MAM.D01.R3133,F,juvenile,N,N
HARV,HARV_021,2017-05-16,PELE,NEON.MAM.D01.R3510,F,juvenile,N,N
HARV,HARV_008,2017-05-16,MYGA,NEON.MAM.D01.L2689,F,adult,N,N
HARV,HARV_008,2017-05-16,PEMA,NEON.MAM.D01.O00868170516,F,adult,U,U
HARV,HARV_021,2017-05-16,MYGA,NEON.MAM.D01.R2296,F,adult,U,U
HARV,HARV_008,2017-05-16,PEMA,NEON.MAM.D01.R2608,M,adult,N,N
HARV,HARV_021,2017-05-16,PEMA,NEON.MAM.D01.R2851,F,adult,N,N
HARV,HARV_023,2017-05-16,TAST,NEON.MAM.D01.R2523,F,adult,Y,N
HARV,HARV_023,2017-05-16,PELE,NEON.MAM.D01.R3058,F,adult,U,U
HARV,HARV_023,2017-05-16,MYGA,NEON.MAM.D01.R3514,F,adult,N,N
HARV,HARV_023,2017-05-16,PESP,NEON.MAM.D01.R3505,F,adult,Y,N
HARV,HARV_023,2017-05-17,TAST,NEON.MAM.D01.R3572,F,adult,N,N
HARV,HARV_021,2017-05-17,PEMA,NEON.MAM.D01.R3140,M,adult,N,N
HARV,HARV_023,2017-05-17,PEMA,NEON.MAM.D01.R3211,F,adult,N,N
HARV,HARV_023,2017-05-17,TAST,NEON.MAM.D01.L3311,M,adult,N,N
HARV,HARV_021,2017-05-17,PEMA,NEON.MAM.D01.R3103,F,juvenile,N,N
HARV,HARV_021,2017-05-17,TAST,NEON.MAM.D01.L3258,M,adult,N,N
HARV,HARV_021,2017-05-17,PELE,NEON.MAM.D01.R2881,F,adult,N,N
HARV,HARV_021,2017-05-17,MYGA,NEON.MAM.D01.R3223,F,juvenile,N,N
HARV,HARV_021,2017-05-17,TAST,NEON.MAM.D01.R2186,F,adult,N,N
HARV,HARV_021,2017-05-17,TAST,NEON.MAM.D01.L3303,F,adult,N,N
HARV,HARV_008,2017-05-17,PEMA,NEON.MAM.D01.R3072,M,adult,N,N
HARV,HARV_021,2017-05-18,SOCI,NEON.MAM.D01.O021B3170518,F,adult,U,U
HARV,HARV_021,2017-05-18,MYGA,NEON.MAM.D01.R3223,F,juvenile,N,N
HARV,HARV_021,2017-05-18,MYGA,NEON.MAM.D01.R3507,M,adult,N,Y
HARV,HARV_021,2017-05-18,TAST,NEON.MAM.D01.R3515,M,adult,N,N
HARV,HARV_021,2017-05-18,TAST,NEON.MAM.D01.R3286,M,adult,N,N
HARV,HARV_021,2017-05-18,MYGA,NEON.MAM.D01.R3282,M,adult,N,Y
HARV,HARV_021,2017-05-18,MYGA,NEON.MAM.D01.R3511,M,adult,N,N
HARV,HARV_021,2017-05-18,MYGA,NEON.MAM.D01.R3215,F,adult,N,N
HARV,HARV_008,2017-05-18,TAST,NEON.MAM.D01.R1211,M,adult,N,N
HARV,HARV_021,2017-05-18,MYGA,NEON.MAM.D01.R3502,M,adult,N,N
HARV,HARV_021,2017-05-18,MYGA,NEON.MAM.D01.R3500,M,adult,N,N
HARV,HARV_021,2017-05-18,SOCI,NEON.MAM.D01.O021E4170518,M,adult,U,U
HARV,HARV_021,2017-05-18,PEMA,NEON.MAM.D01.R3503,M,adult,Y,N
HARV,HARV_021,2017-05-18,TAST,NEON.MAM.D01.R3504,M,adult,N,N
HARV,HARV_008,2017-05-18,PEMA,NEON.MAM.D01.R3085,M,adult,N,N
HARV,HARV_008,2017-05-18,PEMA,NEON.MAM.D01.R3101,F,adult,N,N
HARV,HARV_008,2017-05-18,MYGA,NEON.MAM.D01.R3107,F,adult,N,N
HARV,HARV_008,2017-05-18,MYGA,NEON.MAM.D01.L2689,F,adult,N,N
HARV,HARV_008,2017-05-18,PELE,NEON.MAM.D01.R3307,F,adult,N,N
HARV,HARV_008,2017-05-18,MYGA,NEON.MAM.D01.R2690,F,adult,N,N
HARV,HARV_008,2017-05-18,PELE,NEON.MAM.D01.R2895,F,adult,N,N
HARV,HARV_008,2017-05-18,TAST,NEON.MAM.D01.R0981,M,adult,N,N
HARV,HARV_021,2017-05-18,MYGA,NEON.MAM.D01.L3522,F,adult,N,N
HARV,HARV_008,2017-05-18,PELE,NEON.MAM.D01.R3253,F,juvenile,N,N
HARV,HARV_023,2017-05-18,PEMA,NEON.MAM.D01.R3123,M,adult,N,N
HARV,HARV_023,2017-05-18,PELE,NEON.MAM.D01.R3508,F,adult,N,N
HARV,HARV_023,2017-05-18,PEMA,NEON.MAM.D01.R3505,F,adult,N,N
HARV,HARV_023,2017-05-18,PEMA,NEON.MAM.D01.R3211,F,adult,N,N
HARV,HARV_001,2017-05-19,PEMA,NEON.MAM.D01.R3105,F,adult,N,N
HARV,HARV_001,2017-05-19,TAST,NEON.MAM.D01.R2744,F,adult,N,Y
HARV,HARV_001,2017-05-19,PEMA,NEON.MAM.D01.L3513,F,adult,N,N
HARV,HARV_006,2017-05-19,PEMA,NEON.MAM.D01.R2799,F,adult,N,N
HARV,HARV_010,2017-05-19,MYGA,NEON.MAM.D01.R3272,M,adult,N,N
HARV,HARV_010,2017-05-19,MYGA,NEON.MAM.D01.R3112,F,adult,N,Y
HARV,HARV_006,2017-05-19,TAST,NEON.MAM.D01.R3590,F,adult,N,N
HARV,HARV_010,2017-05-19,MYGA,NEON.MAM.D01.R2801,F,adult,N,N
HARV,HARV_006,2017-05-19,TAST,NEON.MAM.D01.R1394,M,adult,N,N
HARV,HARV_010,2017-05-19,PELE,NEON.MAM.D01.R3115,F,adult,N,N
HARV,HARV_010,2017-05-19,PEMA,NEON.MAM.D01.R3100,M,adult,N,N
HARV,HARV_006,2017-05-19,MYGA,NEON.MAM.D01.R3512,F,adult,N,N
HARV,HARV_010,2017-05-19,MYGA,NEON.MAM.D01.R3197,F,adult,N,N
HARV,HARV_010,2017-05-19,MYGA,NEON.MAM.D01.L3190,F,adult,N,N
HARV,HARV_010,2017-05-19,PELE,NEON.MAM.D01.L2300,F,adult,N,N
HARV,HARV_010,2017-05-19,MYGA,NEON.MAM.D01.R2810,F,adult,N,N
HARV,HARV_021,2017-06-21,PELE,NEON.MAM.D01.R3375,M,adult,N,N
HARV,HARV_021,2017-06-21,PEMA,NEON.MAM.D01.R3056,M,juvenile,N,N
HARV,HARV_021,2017-06-21,PELE,NEON.MAM.D01.R2881,F,adult,N,N
HARV,HARV_021,2017-06-21,PEMA,NEON.MAM.D01.R2851,F,adult,N,N
HARV,HARV_008,2017-06-21,TAST,NEON.MAM.D01.R1211,M,adult,N,N
HARV,HARV_021,2017-06-21,PEMA,NEON.MAM.D01.R2877,F,adult,N,N
HARV,HARV_021,2017-06-21,PELE,NEON.MAM.D01.R3140,M,adult,Y,N
HARV,HARV_021,2017-06-21,MYGA,NEON.MAM.D01.R3060,M,adult,N,Y
HARV,HARV_021,2017-06-21,MYGA,NEON.MAM.D01.R3138,F,adult,N,N
HARV,HARV_008,2017-06-21,TAST,NEON.MAM.D01.R2160,M,adult,N,N
HARV,HARV_008,2017-06-21,TAST,NEON.MAM.D01.R2685,F,adult,N,N
HARV,HARV_008,2017-06-21,TAST,NEON.MAM.D01.R2831,F,adult,Y,N
HARV,HARV_008,2017-06-21,TAST,NEON.MAM.D01.R0981,M,adult,N,N
HARV,HARV_008,2017-06-21,TAST,NEON.MAM.D01.L1296,M,adult,N,N
HARV,HARV_008,2017-06-21,PEMA,NEON.MAM.D01.L3164,M,adult,Y,N
HARV,HARV_008,2017-06-21,TAST,NEON.MAM.D01.L2830,F,adult,N,N
HARV,HARV_008,2017-06-21,PELE,NEON.MAM.D01.R2859,F,adult,N,N
HARV,HARV_008,2017-06-21,PEMA,NEON.MAM.D01.L2736,F,subadult,U,U
HARV,HARV_008,2017-06-21,PEMA,NEON.MAM.D01.R2608,M,adult,N,N
HARV,HARV_023,2017-06-21,PEMA,NEON.MAM.D01.R3508,F,adult,Y,N
HARV,HARV_023,2017-06-21,PESP,NEON.MAM.D01.R3505,F,adult,Y,N
HARV,HARV_023,2017-06-22,PEMA,NEON.MAM.D01.R3158,F,juvenile,Y,N
HARV,HARV_023,2017-06-22,PEMA,NEON.MAM.D01.R3508,F,adult,N,N
HARV,HARV_023,2017-06-22,PESP,NEON.MAM.D01.R3505,F,adult,Y,N
HARV,HARV_023,2017-06-22,PEMA,NEON.MAM.D01.R2909,F,juvenile,Y,N
HARV,HARV_021,2017-06-22,PELE,NEON.MAM.D01.R3381,M,juvenile,N,N
HARV,HARV_021,2017-06-22,PELE,NEON.MAM.D01.R3385,F,juvenile,N,N
HARV,HARV_021,2017-06-22,MYGA,NEON.MAM.D01.R3215,F,adult,N,N
HARV,HARV_021,2017-06-22,TAST,NEON.MAM.D01.L3383,M,adult,N,N
HARV,HARV_021,2017-06-22,PEMA,NEON.MAM.D01.R3377,F,subadult,N,N
HARV,HARV_021,2017-06-22,MYGA,NEON.MAM.D01.R3138,F,adult,N,N
HARV,HARV_021,2017-06-22,TAST,NEON.MAM.D01.R3181,F,adult,N,N
HARV,HARV_021,2017-06-22,MYGA,NEON.MAM.D01.R3192,M,adult,N,N
HARV,HARV_021,2017-06-22,TAST,NEON.MAM.D01.R3286,M,adult,N,N
HARV,HARV_021,2017-06-22,MYGA,NEON.MAM.D01.R2802,F,juvenile,N,N
HARV,HARV_021,2017-06-22,TAST,NEON.MAM.D01.R3504,M,adult,N,N
HARV,HARV_021,2017-06-22,PELE,NEON.MAM.D01.R3382,M,juvenile,N,N
HARV,HARV_021,2017-06-22,PEMA,NEON.MAM.D01.R2881,F,adult,N,Y
HARV,HARV_008,2017-06-22,PELE,NEON.MAM.D01.L2827,F,juvenile,N,N
HARV,HARV_008,2017-06-22,MYGA,NEON.MAM.D01.R2821,F,adult,N,N
HARV,HARV_008,2017-06-22,TAST,NEON.MAM.D01.R2160,M,adult,N,N
HARV,HARV_008,2017-06-22,PEMA,NEON.MAM.D01.R3253,F,adult,N,N
HARV,HARV_008,2017-06-22,PELE,NEON.MAM.D01.R3324,F,adult,N,N
HARV,HARV_008,2017-06-22,TAST,NEON.MAM.D01.L2924,M,adult,N,N
HARV,HARV_008,2017-06-22,PELE,NEON.MAM.D01.R2859,F,adult,N,N
HARV,HARV_008,2017-06-22,MYGA,NEON.MAM.D01.R3184,F,adult,N,N
HARV,HARV_008,2017-06-22,PEMA,NEON.MAM.D01.L3164,M,adult,N,N
HARV,HARV_008,2017-06-22,PELE,NEON.MAM.D01.R3152,F,adult,N,N
HARV,HARV_008,2017-06-22,TAST,NEON.MAM.D01.R3171,M,juvenile,N,N
HARV,HARV_008,2017-06-22,TAST,NEON.MAM.D01.L1526,F,adult,N,N
HARV,HARV_008,2017-06-22,TAST,NEON.MAM.D01.R2914,F,subadult,N,N
HARV,HARV_008,2017-06-22,PEMA,NEON.MAM.D01.R3085,M,adult,N,N
HARV,HARV_008,2017-06-22,TAST,NEON.MAM.D01.R3173,F,subadult,N,N
HARV,HARV_008,2017-06-22,PEMA,NEON.MAM.D01.R3233,M,adult,N,N
HARV,HARV_008,2017-06-22,PELE,NEON.MAM.D01.R2834,M,juvenile,N,N
HARV,HARV_008,2017-06-22,TAST,NEON.MAM.D01.R2831,F,adult,N,N
HARV,HARV_008,2017-06-22,PEMA,NEON.MAM.D01.R3307,F,adult,N,N
HARV,HARV_008,2017-06-22,TAST,NEON.MAM.D01.R2844,F,juvenile,N,N
HARV,HARV_008,2017-06-22,TAST,NEON.MAM.D01.R1211,M,adult,N,N
HARV,HARV_008,2017-06-22,TAST,NEON.MAM.D01.L2830,F,adult,N,N
HARV,HARV_008,2017-06-22,PEMA,NEON.MAM.D01.R2895,F,adult,N,N
HARV,HARV_008,2017-06-22,TAST,NEON.MAM.D01.R1982,F,adult,N,N
HARV,HARV_008,2017-06-23,PEMA,NEON.MAM.D01.R2608,M,adult,N,N
HARV,HARV_008,2017-06-23,PEMA,NEON.MAM.D01.L3164,M,adult,N,N
HARV,HARV_008,2017-06-23,PEMA,NEON.MAM.D01.R3253,F,adult,N,N
HARV,HARV_008,2017-06-23,PEMA,NEON.MAM.D01.R3152,F,adult,N,N
HARV,HARV_008,2017-06-23,PEMA,NEON.MAM.D01.R3307,F,adult,N,N
HARV,HARV_008,2017-06-23,PELE,NEON.MAM.D01.R2859,F,adult,N,N
HARV,HARV_021,2017-06-23,PEMA,NEON.MAM.D01.R2881,F,adult,N,N
HARV,HARV_021,2017-06-23,MYGA,NEON.MAM.D01.R3379,F,subadult,N,N
HARV,HARV_021,2017-06-23,MYGA,NEON.MAM.D01.R3386,M,subadult,N,N
HARV,HARV_021,2017-06-23,TAST,NEON.MAM.D01.L3303,F,adult,U,U
HARV,HARV_021,2017-06-23,MYGA,NEON.MAM.D01.R3806,F,subadult,N,N
HARV,HARV_021,2017-06-23,MYGA,NEON.MAM.D01.R3378,F,subadult,N,N
HARV,HARV_021,2017-06-23,PEMA,NEON.MAM.D01.R2757,F,adult,N,N
HARV,HARV_021,2017-06-23,PELE,NEON.MAM.D01.R3133,F,adult,N,N
HARV,HARV_021,2017-06-23,MYGA,NEON.MAM.D01.R3380,M,subadult,N,N
HARV,HARV_021,2017-06-23,MYGA,NEON.MAM.D01.O021A6170623,F,adult,N,N
HARV,HARV_021,2017-06-23,TAST,NEON.MAM.D01.L3258,M,adult,N,N
HARV,HARV_008,2017-06-23,TAST,NEON.MAM.D01.R3212,F,adult,Y,N
HARV,HARV_008,2017-06-23,PEMA,NEON.MAM.D01.L2736,F,adult,N,N
HARV,HARV_021,2017-06-23,PELE,NEON.MAM.D01.R3377,F,adult,N,Y
HARV,HARV_008,2017-06-23,TAST,NEON.MAM.D01.R3168,F,adult,N,N
HARV,HARV_021,2017-06-23,PEMA,NEON.MAM.D01.R3503,M,adult,N,N
HARV,HARV_021,2017-06-23,MYGA,NEON.MAM.D01.R3803,M,subadult,N,N
HARV,HARV_021,2017-06-23,BLBR,NEON.MAM.D01.O021G7170623,M,adult,U,U
HARV,HARV_021,2017-06-23,PELE,NEON.MAM.D01.R3196,M,subadult,N,N
HARV,HARV_021,2017-06-23,MYGA,NEON.MAM.D01.R3062,F,adult,N,N
HARV,HARV_021,2017-06-23,PEMA,NEON.MAM.D01.R3801,F,subadult,N,N
HARV,HARV_021,2017-06-23,MYGA,NEON.MAM.D01.R3215,F,adult,U,U
HARV,HARV_008,2017-06-23,PELE,NEON.MAM.D01.R3163,F,juvenile,N,N
HARV,HARV_021,2017-06-23,PELE,NEON.MAM.D01.R2877,F,adult,Y,N
HARV,HARV_008,2017-06-23,PEMA,NEON.MAM.D01.R2936,F,adult,N,N
HARV,HARV_023,2017-06-23,PELE,NEON.MAM.D01.R2909,F,juvenile,N,N
HARV,HARV_023,2017-06-23,PEMA,NEON.MAM.D01.R3508,F,adult,N,N
HARV,HARV_023,2017-06-23,PEMA,NEON.MAM.D01.R2841,M,subadult,N,N
HARV,HARV_023,2017-06-23,PEMA,NEON.MAM.D01.R2833,F,adult,U,U
HARV,HARV_023,2017-06-23,PESP,NEON.MAM.D01.R3505,F,adult,Y,N
HARV,HARV_008,2017-06-23,TAST,NEON.MAM.D01.R0981,M,adult,N,N
HARV,HARV_008,2017-06-23,PEMA,NEON.MAM.D01.R2895,F,adult,N,N
HARV,HARV_008,2017-06-23,PEMA,NEON.MAM.D01.R2921,M,adult,N,N
HARV,HARV_008,2017-06-23,TAST,NEON.MAM.D01.R2844,F,juvenile,N,N
HARV,HARV_008,2017-06-23,TAST,NEON.MAM.D01.L2830,F,adult,N,N
HARV,HARV_008,2017-06-23,PELE,NEON.MAM.D01.R3165,F,subadult,N,N
HARV,HARV_023,2017-06-23,PELE,NEON.MAM.D01.R2867,M,juvenile,N,N
HARV,HARV_023,2017-06-23,PEMA,NEON.MAM.D01.R3150,F,juvenile,N,N
HARV,HARV_023,2017-06-23,MYGA,NEON.MAM.D01.R3169,F,adult,N,N
HARV,HARV_023,2017-06-23,TAST,NEON.MAM.D01.R3572,F,adult,N,N
HARV,HARV_010,2017-06-24,MYGA,NEON.MAM.D01.L3167,F,adult,N,N
HARV,HARV_001,2017-06-24,TAST,NEON.MAM.D01.R2293,F,adult,U,U
HARV,HARV_010,2017-06-24,PEMA,NEON.MAM.D01.R3100,M,adult,N,N
HARV,HARV_001,2017-06-24,PELE,NEON.MAM.D01.R3802,M,adult,N,N
HARV,HARV_001,2017-06-24,PELE,NEON.MAM.D01.R3811,F,subadult,N,N
HARV,HARV_001,2017-06-24,PELE,NEON.MAM.D01.R3105,F,adult,N,N
HARV,HARV_001,2017-06-24,PELE,NEON.MAM.D01.L3814,F,subadult,N,N
HARV,HARV_001,2017-06-24,PEMA,NEON.MAM.D01.L3513,F,adult,N,N
HARV,HARV_010,2017-06-24,TAST,NEON.MAM.D01.R2033,F,adult,N,N
HARV,HARV_010,2017-06-24,MYGA,NEON.MAM.D01.R3192,M,subadult,N,N
HARV,HARV_010,2017-06-24,MYGA,NEON.MAM.D01.R2801,F,adult,N,N
HARV,HARV_010,2017-06-24,PELE,NEON.MAM.D01.R3901,F,adult,N,N
HARV,HARV_001,2017-06-24,PELE,NEON.MAM.D01.R3808,F,subadult,N,N
HARV,HARV_001,2017-06-24,PELE,NEON.MAM.D01.R2617,M,adult,N,N
HARV,HARV_001,2017-06-24,TAST,NEON.MAM.D01.L3821,M,adult,N,N
HARV,HARV_010,2017-06-24,MYGA,NEON.MAM.D01.R2810,F,adult,N,N
HARV,HARV_006,2017-06-24,PEMA,NEON.MAM.D01.R2957,M,adult,N,N
HARV,HARV_006,2017-06-24,PEMA,NEON.MAM.D01.R3161,M,adult,Y,N
HARV,HARV_006,2017-06-24,PELE,NEON.MAM.D01.R2799,F,adult,Y,N
HARV,HARV_006,2017-06-24,PELE,NEON.MAM.D01.R3154,F,subadult,Y,N
HARV,HARV_006,2017-06-24,MYGA,NEON.MAM.D01.L3153,F,adult,N,N
HARV,HARV_006,2017-06-24,PELE,NEON.MAM.D01.R3172,F,adult,N,N
HARV,HARV_010,2017-06-24,PELE,NEON.MAM.D01.R3115,F,adult,N,N
HARV,HARV_010,2017-06-24,PELE,NEON.MAM.D01.R3162,M,adult,N,N
HARV,HARV_006,2017-06-24,TAST,NEON.MAM.D01.R3590,F,adult,N,N
HARV,HARV_006,2017-06-24,PEMA,NEON.MAM.D01.R3159,M,adult,N,N
HARV,HARV_006,2017-06-24,PELE,NEON.MAM.D01.R3924,M,juvenile,N,N
HARV,HARV_006,2017-06-24,PELE,NEON.MAM.D01.R3906,F,adult,N,N
HARV,HARV_008,2017-07-18,TAST,NEON.MAM.D01.L2924,M,adult,N,N
HARV,HARV_008,2017-07-18,PEMA,NEON.MAM.D01.L2736,F,adult,N,N
HARV,HARV_008,2017-07-18,PELE,NEON.MAM.D01.R3072,M,adult,N,N
HARV,HARV_008,2017-07-18,TAST,NEON.MAM.D01.R3898,F,adult,N,Y
HARV,HARV_008,2017-07-18,TAST,NEON.MAM.D01.R3704,F,adult,N,N
HARV,HARV_008,2017-07-18,TAST,NEON.MAM.D01.R2914,F,adult,N,N
HARV,HARV_008,2017-07-18,TAST,NEON.MAM.D01.R3721,M,adult,N,N
HARV,HARV_008,2017-07-18,TAST,NEON.MAM.D01.R1211,M,adult,N,N
HARV,HARV_008,2017-07-18,PELE,NEON.MAM.D01.R3713,F,adult,N,N
HARV,HARV_008,2017-07-18,TAST,NEON.MAM.D01.R2844,F,subadult,N,N
HARV,HARV_008,2017-07-18,TAST,NEON.MAM.D01.R0981,M,adult,N,N
HARV,HARV_008,2017-07-18,PELE,NEON.MAM.D01.R3307,F,adult,N,N
HARV,HARV_008,2017-07-18,PELE,NEON.MAM.D01.R3253,F,adult,N,N
HARV,HARV_008,2017-07-18,PELE,NEON.MAM.D01.L2827,F,adult,N,N
HARV,HARV_008,2017-07-18,PELE,NEON.MAM.D01.R3085,M,adult,N,N
HARV,HARV_008,2017-07-18,TAST,NEON.MAM.D01.R3173,F,adult,N,N
HARV,HARV_008,2017-07-18,PEMA,NEON.MAM.D01.R3101,F,adult,N,N
HARV,HARV_008,2017-07-18,PELE,NEON.MAM.D01.R3163,F,adult,N,N
HARV,HARV_008,2017-07-18,PEMA,NEON.MAM.D01.R3717,F,juvenile,N,N
HARV,HARV_008,2017-07-18,PEMA,NEON.MAM.D01.R3715,F,adult,N,N
HARV,HARV_021,2017-07-18,MYGA,NEON.MAM.D01.R3855,M,adult,Y,N
HARV,HARV_021,2017-07-18,PEMA,NEON.MAM.D01.R3879,M,adult,Y,N
HARV,HARV_021,2017-07-18,MYGA,NEON.MAM.D01.R3857,F,adult,N,N
HARV,HARV_021,2017-07-18,PEMA,NEON.MAM.D01.R3897,F,adult,N,N
HARV,HARV_008,2017-07-18,MYGA,NEON.MAM.D01.R3899,M,subadult,N,N
HARV,HARV_021,2017-07-18,PEMA,NEON.MAM.D01.R3865,F,subadult,N,N
HARV,HARV_021,2017-07-18,MYGA,NEON.MAM.D01.R3893,M,adult,N,N
HARV,HARV_021,2017-07-18,MYGA,NEON.MAM.D01.R3872,M,adult,Y,N
HARV,HARV_021,2017-07-18,MYGA,NEON.MAM.D01.R3223,F,adult,N,N
HARV,HARV_021,2017-07-18,MYGA,NEON.MAM.D01.L3895,M,adult,N,N
HARV,HARV_021,2017-07-18,PEMA,NEON.MAM.D01.R2851,F,adult,N,N
HARV,HARV_021,2017-07-18,MYGA,NEON.MAM.D01.R3883,M,adult,N,N
HARV,HARV_021,2017-07-18,MYGA,NEON.MAM.D01.R3896,F,adult,N,N
HARV,HARV_021,2017-07-18,PELE,NEON.MAM.D01.R3503,M,adult,Y,N
HARV,HARV_021,2017-07-18,PEMA,NEON.MAM.D01.R3891,M,adult,N,N
HARV,HARV_008,2017-07-18,PELE,NEON.MAM.D01.R3723,F,subadult,N,N
HARV,HARV_008,2017-07-18,PEMA,NEON.MAM.D01.L3164,M,adult,N,N
HARV,HARV_021,2017-07-18,PELE,NEON.MAM.D01.R2757,F,adult,N,N
HARV,HARV_023,2017-07-18,PELE,NEON.MAM.D01.R2867,M,subadult,N,N
HARV,HARV_023,2017-07-18,PELE,NEON.MAM.D01.R3738,M,adult,N,N
HARV,HARV_023,2017-07-18,PESP,NEON.MAM.D01.R3505,F,adult,N,Y
HARV,HARV_023,2017-07-18,PELE,NEON.MAM.D01.R3742,M,adult,N,N
HARV,HARV_023,2017-07-18,PELE,NEON.MAM.D01.R3158,F,adult,N,Y
HARV,HARV_023,2017-07-18,MYGA,NEON.MAM.D01.R3728,F,subadult,N,N
HARV,HARV_023,2017-07-18,PEMA,NEON.MAM.D01.R3718,M,adult,N,N
HARV,HARV_023,2017-07-18,PEMA,NEON.MAM.D01.R3739,F,adult,N,N
HARV,HARV_023,2017-07-18,PEMA,NEON.MAM.D01.R3123,M,adult,Y,N
HARV,HARV_021,2017-07-18,MYGA,NEON.MAM.D01.R3881,M,adult,N,N
HARV,HARV_021,2017-07-18,PELE,NEON.MAM.D01.R3133,F,adult,N,N
HARV,HARV_021,2017-07-18,PEMA,NEON.MAM.D01.R3385,F,adult,N,N
HARV,HARV_021,2017-07-18,MYGA,NEON.MAM.D01.R3803,M,adult,N,N
HARV,HARV_023,2017-07-18,PELE,NEON.MAM.D01.R3508,F,adult,N,N
HARV,HARV_023,2017-07-18,PEMA,NEON.MAM.D01.R3211,F,adult,N,N
HARV,HARV_023,2017-07-18,PELE,NEON.MAM.D01.R2909,F,subadult,N,N
HARV,HARV_023,2017-07-18,PELE,NEON.MAM.D01.R3737,M,adult,N,N
HARV,HARV_021,2017-07-18,MYGA,NEON.MAM.D01.R3892,M,adult,N,N
HARV,HARV_021,2017-07-19,MYGA,NEON.MAM.D01.R3223,F,adult,N,N
HARV,HARV_021,2017-07-19,PELE,NEON.MAM.D01.R3503,M,adult,N,N
HARV,HARV_021,2017-07-19,MYGA,NEON.MAM.D01.R3803,M,adult,N,N
HARV,HARV_021,2017-07-19,MYGA,NEON.MAM.D01.R3848,M,subadult,N,N
HARV,HARV_021,2017-07-19,PELE,NEON.MAM.D01.R2851,F,adult,N,N
HARV,HARV_021,2017-07-19,MYGA,NEON.MAM.D01.R3847,F,adult,N,Y
HARV,HARV_021,2017-07-19,MYGA,NEON.MAM.D01.R3834,F,subadult,N,N
HARV,HARV_021,2017-07-19,PELE,NEON.MAM.D01.R3825,U,juvenile,N,N
HARV,HARV_008,2017-07-19,PELE,NEON.MAM.D01.R3724,F,juvenile,N,N
HARV,HARV_008,2017-07-19,PELE,NEON.MAM.D01.R3233,M,adult,N,N
HARV,HARV_008,2017-07-19,PELE,NEON.MAM.D01.R3716,M,adult,N,N
HARV,HARV_008,2017-07-19,PELE,NEON.MAM.D01.R2895,F,adult,N,N
HARV,HARV_008,2017-07-19,PELE,NEON.MAM.D01.L2827,F,adult,N,N
HARV,HARV_008,2017-07-19,TAST,NEON.MAM.D01.L1296,M,adult,N,N
HARV,HARV_021,2017-07-19,PEMA,NEON.MAM.D01.R3385,F,adult,N,Y
HARV,HARV_021,2017-07-19,PELE,NEON.MAM.D01.R3133,F,adult,N,N
HARV,HARV_021,2017-07-19,MYGA,NEON.MAM.D01.R3062,F,adult,N,N
HARV,HARV_021,2017-07-19,PELE,NEON.MAM.D01.R3865,F,subadult,N,N
HARV,HARV_008,2017-07-19,MYGA,NEON.MAM.D01.R3719,F,subadult,N,N
HARV,HARV_008,2017-07-19,TAST,NEON.MAM.D01.R2685,F,adult,N,N
HARV,HARV_008,2017-07-19,PELE,NEON.MAM.D01.R3706,F,adult,N,N
HARV,HARV_008,2017-07-19,PELE,NEON.MAM.D01.R3720,M,juvenile,N,N
HARV,HARV_008,2017-07-19,PEMA,NEON.MAM.D01.R3072,M,adult,N,N
HARV,HARV_008,2017-07-19,MYGA,NEON.MAM.D01.R3166,F,subadult,N,N
HARV,HARV_008,2017-07-19,PELE,NEON.MAM.D01.R3714,M,juvenile,N,N
HARV,HARV_008,2017-07-19,PELE,NEON.MAM.D01.R3712,M,juvenile,N,N
HARV,HARV_008,2017-07-19,PEMA,NEON.MAM.D01.R3710,M,juvenile,N,N
HARV,HARV_008,2017-07-19,PELE,NEON.MAM.D01.R3705,F,adult,N,N
HARV,HARV_008,2017-07-19,PELE,NEON.MAM.D01.R3163,F,adult,N,N
HARV,HARV_021,2017-07-20,PELE,NEON.MAM.D01.R3839,M,adult,U,U
HARV,HARV_021,2017-07-20,MYGA,NEON.MAM.D01.R3855,M,adult,U,U
HARV,HARV_021,2017-07-20,MYGA,NEON.MAM.D01.R3803,M,adult,U,U
HARV,HARV_021,2017-07-20,PEMA,NEON.MAM.D01.R3385,F,adult,U,U
HARV,HARV_021,2017-07-20,MYGA,NEON.MAM.D01.R3840,F,subadult,U,U
HARV,HARV_021,2017-07-20,MYGA,NEON.MAM.D01.R3831,F,adult,U,U
HARV,HARV_021,2017-07-20,MYGA,NEON.MAM.D01.R3829,F,adult,U,U
HARV,HARV_021,2017-07-20,PEMA,NEON.MAM.D01.R3842,F,adult,U,U
HARV,HARV_021,2017-07-20,PELE,NEON.MAM.D01.R3845,F,juvenile,U,U
HARV,HARV_021,2017-07-20,PELE,NEON.MAM.D01.R3891,M,adult,U,U
HARV,HARV_021,2017-07-20,MYGA,NEON.MAM.D01.R3892,M,adult,U,U
HARV,HARV_021,2017-07-20,MYGA,NEON.MAM.D01.R3854,M,subadult,U,U
HARV,HARV_021,2017-07-20,MYGA,NEON.MAM.D01.R3890,M,adult,U,U
