uid,namedLocation,plotID,collectDate,identifiedDate,sampleID,subsampleID,scientificName,acceptedTaxonID,taxonRank,family,subfamily,tribe,subtribe,genus,subgenus,specificEpithet,infraspecificEpithet,identificationQualifier,identificationReferences,identificationProtocolVersion,scientificNameAuthorship,sexOrAge,individualCount,sampleCondition,archiveMedium,archiveFacilityID,deprecatedVialID,identifiedBy,laboratoryName,remarks,publicationDate,release
ff68f46d-1f4b-4411-9b62-b2f8811643c0,SCBI_007.tickPlot.tck,SCBI_007,2017-03-23T16:39:00Z,2018-01-30T17:00:00Z,SCBI_007.20170323,SCBI_007.20170323.IXOSCA.F,Ixodes scapularis,IXOSCA,species,Ixodidae,NA,NA,NA,Ixodes,NA,scapularis,NA,NA,"Cooley, R. A. and G. M. Kohls. 1945. The genus Ixodes in North America. National Institute of Health Bulletin, 184.",GSU_tickIdentification_SOP_2016-11-01.pdf,Say,Female,2,OK,90% ethanol,USNMENT00984964,SCBI_007.20170323.IXOSCA.F,Lorenza Beati,Georgia Southern University,RNA,20201217T223953Z,RELEASE-2021
5672346b-317f-41fe-9cbc-12033223a4cd,SCBI_039.tickPlot.tck,SCBI_039,2017-04-10T12:56:00Z,2018-01-30T17:00:00Z,SCBI_039.20170410,SCBI_039.20170410.DERVAR.F,Dermacentor variabilis,DERVAR,species,Ixodidae,NA,NA,NA,Dermacentor,NA,variabilis,NA,NA,"Yunker, C. E., Keirans, J. E., Clifford, C. M., and E. R. Easton. 1986. Dermacentor ticks (Acari: Ixodoidea: Ixodidae) of the New World: a scanning electron microscope atlas. Proceedings of the Entomological Society of Washington, 88(4):609-627.",GSU_tickIdentification_SOP_2016-11-01.pdf,Say,Female,1,OK,90% ethanol,USNMENT00984966,SCBI_039.20170410.DERVAR.F,Lorenza Beati,Georgia Southern University,RNA,20201217T223929Z,RELEASE-2021
1a90213e-5fa0-4d16-a708-3d2897d1f1c1,SCBI_006.tickPlot.tck,SCBI_006,2017-04-10T13:52:00Z,2018-01-30T17:00:00Z,SCBI_006.20170410,SCBI_006.20170410.DERVAR.M,Dermacentor variabilis,DERVAR,species,Ixodidae,NA,NA,NA,Dermacentor,NA,variabilis,NA,NA,"Yunker, C. E., Keirans, J. E., Clifford, C. M., and E. R. Easton. 1986. Dermacentor ticks (Acari: Ixodoidea: Ixodidae) of the New World: a scanning electron microscope atlas. Proceedings of the Entomological Society of Washington, 88(4):609-627.",GSU_tickIdentification_SOP_2016-11-01.pdf,Say,Male,1,OK,90% ethanol,USNMENT00984968,SCBI_006.20170410.DERVAR.M,Lorenza Beati,Georgia Southern University,RNA,20201217T223929Z,RELEASE-2021
dac61aac-1e68-4192-a755-41a0da13472c,SCBI_006.tickPlot.tck,SCBI_006,2017-04-10T13:52:00Z,2018-01-30T17:00:00Z,SCBI_006.20170410,SCBI_006.20170410.AMBAME.M,Amblyomma americanum,AMBAME,species,Ixodidae,NA,NA,NA,Amblyomma,NA,americanum,NA,NA,"Cooley, R. A. and G. M. Kohls. 1944. The genus Amblyomma (ixodidae) in the United States. The Journal of Parasitology, 30(2):77-111.",GSU_tickIdentification_SOP_2016-11-01.pdf,Linnaeus,Male,1,OK,90% ethanol,USNMENT01430095,SCBI_006.20170410.AMBAME.M,Lorenza Beati,Georgia Southern University,RNA,20201217T223929Z,RELEASE-2021
4475fe09-6a56-498c-afd7-4382a750e29b,SCBI_005.tickPlot.tck,SCBI_005,2017-04-10T15:02:00Z,2018-01-30T17:00:00Z,SCBI_005.20170410,SCBI_005.20170410.IXOSCA.N,Ixodes scapularis,IXOSCA,species,Ixodidae,NA,NA,NA,Ixodes,NA,scapularis,NA,NA,"Cooley, R. A. and G. M. Kohls. 1945. The genus Ixodes in North America. National Institute of Health Bulletin, 184.",GSU_tickIdentification_SOP_2016-11-01.pdf,Say,Nymph,1,OK,90% ethanol,USNMENT00984976,SCBI_005.20170410.IXOSCA.N,Lorenza Beati,Georgia Southern University,RNA,20201217T223929Z,RELEASE-2021
a7ea0818-fda8-4379-bd4b-ae69ef85da97,SCBI_005.tickPlot.tck,SCBI_005,2017-04-10T15:02:00Z,2018-01-30T17:00:00Z,SCBI_005.20170410,SCBI_005.20170410.AMBAME.M,Amblyomma americanum,AMBAME,species,Ixodidae,NA,NA,NA,Amblyomma,NA,americanum,NA,NA,"Cooley, R. A. and G. M. Kohls. 1944. The genus Amblyomma (ixodidae) in the United States. The Journal of Parasitology, 30(2):77-111.",GSU_tickIdentification_SOP_2016-11-01.pdf,Linnaeus,Male,1,OK,90% ethanol,USNMENT00984975,SCBI_005.20170410.AMBAME.M,Lorenza Beati,Georgia Southern University,RNA,20201217T223929Z,RELEASE-2021
c3d1ef80-de90-405f-ae9d-927f603ae3b3,SCBI_007.tickPlot.tck,SCBI_007,2017-04-10T17:20:00Z,2018-01-30T17:00:00Z,SCBI_007.20170410,SCBI_007.20170410.AMBAME.F,Amblyomma americanum,AMBAME,species,Ixodidae,NA,NA,NA,Amblyomma,NA,americanum,NA,NA,"Cooley, R. A. and G. M. Kohls. 1944. The genus Amblyomma (ixodidae) in the United States. The Journal of Parasitology, 30(2):77-111.",GSU_tickIdentification_SOP_2016-11-01.pdf,Linnaeus,Female,1,OK,90% ethanol,USNMENT00984969,SCBI_007.20170410.AMBAME.F,Lorenza Beati,Georgia Southern University,RNA,20201217T223929Z,RELEASE-2021
df6ca614-5a0e-49e6-8eab-4bac84286ea7,SCBI_007.tickPlot.tck,SCBI_007,2017-04-10T17:20:00Z,2018-09-15T17:00:00Z,SCBI_007.20170410,SCBI_007.20170410.HAELON.N,Haemaphysalis longicornis,HAELON,species,Ixodidae,NA,NA,NA,Haemaphysalis,NA,longicornis,NA,NA,NA,GSU_tickIdentification_SOP_2016-11-01.pdf,NA,Nymph,1,OK,90% ethanol,USNMENT00984967,SCBI_007.20170410.HAELEP.N,Lorenza Beati,Georgia Southern University,RNA site-year possibly subsampled in ID lab counts,20201217T223929Z,RELEASE-2021
b5d01339-732a-45b8-a6cc-ce1c9e995dda,SCBI_002.tickPlot.tck,SCBI_002,2017-04-10T18:39:00Z,2018-01-30T17:00:00Z,SCBI_002.20170410,SCBI_002.20170410.AMBAME.N,Amblyomma americanum,AMBAME,species,Ixodidae,NA,NA,NA,Amblyomma,NA,americanum,NA,NA,"Cooley, R. A. and G. M. Kohls. 1944. The genus Amblyomma (ixodidae) in the United States. The Journal of Parasitology, 30(2):77-111.",GSU_tickIdentification_SOP_2016-11-01.pdf,Linnaeus,Nymph,2,OK,90% ethanol,USNMENT00984971,SCBI_002.20170410.AMBAME.N,Lorenza Beati,Georgia Southern University,RNA,20201217T223929Z,RELEASE-2021
f0709284-684c-4ede-9d59-67b0a1dc575d,SCBI_002.tickPlot.tck,SCBI_002,2017-04-10T18:39:00Z,2018-01-30T17:00:00Z,SCBI_002.20170410,SCBI_002.20170410.AMBAME.M,Amblyomma americanum,AMBAME,species,Ixodidae,NA,NA,NA,Amblyomma,NA,americanum,NA,NA,"Cooley, R. A. and G. M. Kohls. 1944. The genus Amblyomma (ixodidae) in the United States. The Journal of Parasitology, 30(2):77-111.",GSU_tickIdentification_SOP_2016-11-01.pdf,Linnaeus,Male,1,OK,90% ethanol,USNMENT00984970,SCBI_002.20170410.AMBAME.M,Lorenza Beati,Georgia Southern University,RNA,20201217T223929Z,RELEASE-2021
b85f010d-ac11-460c-ba3c-ab5b31c1dd83,SCBI_013.tickPlot.tck,SCBI_013,2017-04-10T20:09:00Z,2018-01-30T17:00:00Z,SCBI_013.20170410,SCBI_013.20170410.AMBAME.N,Amblyomma americanum,AMBAME,species,Ixodidae,NA,NA,NA,Amblyomma,NA,americanum,NA,NA,"Cooley, R. A. and G. M. Kohls. 1944. The genus Amblyomma (ixodidae) in the United States. The Journal of Parasitology, 30(2):77-111.",GSU_tickIdentification_SOP_2016-11-01.pdf,Linnaeus,Nymph,2,OK,90% ethanol,USNMENT00984980,SCBI_013.20170410.AMBAME.N,Lorenza Beati,Georgia Southern University,RNA,20201217T223929Z,RELEASE-2021
861ced94-52ef-41e4-89ca-5f34cf860c8c,SCBI_013.tickPlot.tck,SCBI_013,2017-04-10T20:09:00Z,2018-01-30T17:00:00Z,SCBI_013.20170410,SCBI_013.20170410.IXOSCA.N,Ixodes scapularis,IXOSCA,species,Ixodidae,NA,NA,NA,Ixodes,NA,scapularis,NA,NA,"Cooley, R. A. and G. M. Kohls. 1945. The genus Ixodes in North America. National Institute of Health Bulletin, 184.",GSU_tickIdentification_SOP_2016-11-01.pdf,Say,Nymph,1,OK,90% ethanol,USNMENT01430099,SCBI_013.20170410.IXOSCA.N,Lorenza Beati,Georgia Southern University,RNA,20201217T223929Z,RELEASE-2021
57c1e089-4027-4c65-803f-3a3c75411b09,SCBI_013.tickPlot.tck,SCBI_013,2017-04-10T20:09:00Z,2018-01-30T17:00:00Z,SCBI_013.20170410,SCBI_013.20170410.AMBAME.M,Amblyomma americanum,AMBAME,species,Ixodidae,NA,NA,NA,Amblyomma,NA,americanum,NA,NA,"Cooley, R. A. and G. M. Kohls. 1944. The genus Amblyomma (ixodidae) in the United States. The Journal of Parasitology, 30(2):77-111.",GSU_tickIdentification_SOP_2016-11-01.pdf,Linnaeus,Male,1,OK,90% ethanol,USNMENT00984972,SCBI_013.20170410.AMBAME.M,Lorenza Beati,Georgia Southern University,RNA,20201217T223929Z,RELEASE-2021
efb0edd0-4e75-431e-9c54-61b1aa47d0bc,SCBI_013.tickPlot.tck,SCBI_013,2017-04-10T20:09:00Z,2018-01-30T17:00:00Z,SCBI_013.20170410,SCBI_013.20170410.AMBAME.F,Amblyomma americanum,AMBAME,species,Ixodidae,NA,NA,NA,Amblyomma,NA,americanum,NA,NA,"Cooley, R. A. and G. M. Kohls. 1944. The genus Amblyomma (ixodidae) in the United States. The Journal of Parasitology, 30(2):77-111.",GSU_tickIdentification_SOP_2016-11-01.pdf,Linnaeus,Female,1,OK,90% ethanol,USNMENT00984973,SCBI_013.20170410.AMBAME.F,Lorenza Beati,Georgia Southern University,RNA,20201217T223929Z,RELEASE-2021
d23ff93e-39c2-468a-996a-5f9338101372,SCBI_039.tickPlot.tck,SCBI_039,2017-05-02T12:51:00Z,2018-01-07T17:00:00Z,SCBI_039.20170502,SCBI_039.20170502.DERVAR.M,Dermacentor variabilis,DERVAR,species,Ixodidae,NA,NA,NA,Dermacentor,NA,variabilis,NA,NA,"Yunker, C. E., Keirans, J. E., Clifford, C. M., and E. R. Easton. 1986. Dermacentor ticks (Acari: Ixodoidea: Ixodidae) of the New World: a scanning electron microscope atlas. Proceedings of the Entomological Society of Washington, 88(4):609-627.",GSU_tickIdentification_SOP_2016-11-01.pdf,Say,Male,3,OK,90% ethanol,USNMENT01358112,SCBI_039.20170502.DERVAR.M,Lorenza Beati,Georgia Southern University,TO PAULA,20201217T223918Z,RELEASE-2021
ef9a6f14-ad62-4180-a429-cdc0c2dfe51f,SCBI_039.tickPlot.tck,SCBI_039,2017-05-02T12:51:00Z,2018-01-07T17:00:00Z,SCBI_039.20170502,SCBI_039.20170502.DERVAR.F,Dermacentor variabilis,DERVAR,species,Ixodidae,NA,NA,NA,Dermacentor,NA,variabilis,NA,NA,"Yunker, C. E., Keirans, J. E., Clifford, C. M., and E. R. Easton. 1986. Dermacentor ticks (Acari: Ixodoidea: Ixodidae) of the New World: a scanning electron microscope atlas. Proceedings of the Entomological Society of Washington, 88(4):609-627.",GSU_tickIdentification_SOP_2016-11-01.pdf,Say,Female,1,OK,90% ethanol,USNMENT01358113,SCBI_039.20170502.DERVAR.F,Lorenza Beati,Georgia Southern University,TO PAULA,20201217T223918Z,RELEASE-2021
53c7e402-5f3b-49cd-b6a9-fb587d173d8d,SCBI_039.tickPlot.tck,SCBI_039,2017-05-02T12:51:00Z,2018-01-07T17:00:00Z,SCBI_039.20170502,SCBI_039.20170502.AMBAME.N,Amblyomma americanum,AMBAME,species,Ixodidae,NA,NA,NA,Amblyomma,NA,americanum,NA,NA,"Cooley, R. A. and G. M. Kohls. 1944. The genus Amblyomma (ixodidae) in the United States. The Journal of Parasitology, 30(2):77-111.",GSU_tickIdentification_SOP_2016-11-01.pdf,Linnaeus,Nymph,2,OK,90% ethanol,USNMENT01358111,SCBI_039.20170502.AMBAME.N,Lorenza Beati,Georgia Southern University,NA,20201217T223918Z,RELEASE-2021
95bb0ad7-d340-4eb8-8fc9-5932b6001fc9,SCBI_006.tickPlot.tck,SCBI_006,2017-05-02T14:06:00Z,2018-01-07T17:00:00Z,SCBI_006.20170502,SCBI_006.20170502.DERVAR.M,Dermacentor variabilis,DERVAR,species,Ixodidae,NA,NA,NA,Dermacentor,NA,variabilis,NA,NA,"Yunker, C. E., Keirans, J. E., Clifford, C. M., and E. R. Easton. 1986. Dermacentor ticks (Acari: Ixodoidea: Ixodidae) of the New World: a scanning electron microscope atlas. Proceedings of the Entomological Society of Washington, 88(4):609-627.",GSU_tickIdentification_SOP_2016-11-01.pdf,Say,Male,2,OK,90% ethanol,USNMENT01358115,SCBI_006.20170502.DERVAR.M,Lorenza Beati,Georgia Southern University,NA,20201217T223918Z,RELEASE-2021
af22d5c1-351f-4514-a2ea-19d3f797108c,SCBI_006.tickPlot.tck,SCBI_006,2017-05-02T14:06:00Z,2018-01-07T17:00:00Z,SCBI_006.20170502,SCBI_006.20170502.AMBAME.N,Amblyomma americanum,AMBAME,species,Ixodidae,NA,NA,NA,Amblyomma,NA,americanum,NA,NA,"Cooley, R. A. and G. M. Kohls. 1944. The genus Amblyomma (ixodidae) in the United States. The Journal of Parasitology, 30(2):77-111.",GSU_tickIdentification_SOP_2016-11-01.pdf,Linnaeus,Nymph,2,OK,90% ethanol,USNMENT01358114,SCBI_006.20170502.AMBAME.N,Lorenza Beati,Georgia Southern University,NA,20201217T223918Z,RELEASE-2021
68dba55e-dcea-409b-b445-e27badcbee58,SCBI_005.tickPlot.tck,SCBI_005,2017-05-02T15:20:00Z,2018-01-07T17:00:00Z,SCBI_005.20170502,SCBI_005.20170502.DERVAR.M,Dermacentor variabilis,DERVAR,species,Ixodidae,NA,NA,NA,Dermacentor,NA,variabilis,NA,NA,"Yunker, C. E., Keirans, J. E., Clifford, C. M., and E. R. Easton. 1986. Dermacentor ticks (Acari: Ixodoidea: Ixodidae) of the New World: a scanning electron microscope atlas. Proceedings of the Entomological Society of Washington, 88(4):609-627.",GSU_tickIdentification_SOP_2016-11-01.pdf,Say,Male,1,OK,90% ethanol,USNMENT01358117,SCBI_005.20170502.DERVAR.M,Lorenza Beati,Georgia Southern University,TO PAULA,20201217T223918Z,RELEASE-2021
fd769380-f631-40ca-8036-ceebf0384dea,SCBI_005.tickPlot.tck,SCBI_005,2017-05-02T15:20:00Z,2018-01-07T17:00:00Z,SCBI_005.20170502,SCBI_005.20170502.AMBAME.N,Amblyomma americanum,AMBAME,species,Ixodidae,NA,NA,NA,Amblyomma,NA,americanum,NA,NA,"Cooley, R. A. and G. M. Kohls. 1944. The genus Amblyomma (ixodidae) in the United States. The Journal of Parasitology, 30(2):77-111.",GSU_tickIdentification_SOP_2016-11-01.pdf,Linnaeus,Nymph,2,OK,90% ethanol,USNMENT01358116,SCBI_005.20170502.AMBAME.N,Lorenza Beati,Georgia Southern University,found 2 not 3 ticks,20201217T223918Z,RELEASE-2021
0843b9b5-d5f3-4a18-be33-5324f8c84887,SCBI_002.tickPlot.tck,SCBI_002,2017-05-02T17:21:00Z,2018-01-07T17:00:00Z,SCBI_002.20170502,SCBI_002.20170502.DERVAR.F,Dermacentor variabilis,DERVAR,species,Ixodidae,NA,NA,NA,Dermacentor,NA,variabilis,NA,NA,"Yunker, C. E., Keirans, J. E., Clifford, C. M., and E. R. Easton. 1986. Dermacentor ticks (Acari: Ixodoidea: Ixodidae) of the New World: a scanning electron microscope atlas. Proceedings of the Entomological Society of Washington, 88(4):609-627.",GSU_tickIdentification_SOP_2016-11-01.pdf,Say,Female,1,OK,90% ethanol,USNMENT01358119,SCBI_002.20170502.DERVAR.F,Lorenza Beati,Georgia Southern University,TO PAULA,20201217T223918Z,RELEASE-2021
52d0fe67-d618-4b8d-8c22-cc6e0c5d529d,SCBI_002.tickPlot.tck,SCBI_002,2017-05-02T17:21:00Z,2018-01-07T17:00:00Z,SCBI_002.20170502,SCBI_002.20170502.AMBAME.N,Amblyomma americanum,AMBAME,species,Ixodidae,NA,NA,NA,Amblyomma,NA,americanum,NA,NA,"Cooley, R. A. and G. M. Kohls. 1944. The genus Amblyomma (ixodidae) in the United States. The Journal of Parasitology, 30(2):77-111.",GSU_tickIdentification_SOP_2016-11-01.pdf,Linnaeus,Nymph,1,OK,90% ethanol,USNMENT01358118,SCBI_002.20170502.AMBAME.N,Lorenza Beati,Georgia Southern University,NA,20201217T223918Z,RELEASE-2021
bce916f5-0049-4892-b255-234ea4cde7ca,SCBI_007.tickPlot.tck,SCBI_007,2017-05-02T18:44:00Z,2018-01-07T17:00:00Z,SCBI_007.20170502,SCBI_007.20170502.DERVAR.F,Dermacentor variabilis,DERVAR,species,Ixodidae,NA,NA,NA,Dermacentor,NA,variabilis,NA,NA,"Yunker, C. E., Keirans, J. E., Clifford, C. M., and E. R. Easton. 1986. Dermacentor ticks (Acari: Ixodoidea: Ixodidae) of the New World: a scanning electron microscope atlas. Proceedings of the Entomological Society of Washington, 88(4):609-627.",GSU_tickIdentification_SOP_2016-11-01.pdf,Say,Female,1,OK,90% ethanol,USNMENT01358121,SCBI_007.20170502.DERVAR.F,Lorenza Beati,Georgia Southern University,TO PAULA,20201217T223918Z,RELEASE-2021
8cbfd79f-5894-42b4-bc7e-1fefe7f02f84,SCBI_007.tickPlot.tck,SCBI_007,2017-05-02T18:44:00Z,2018-01-07T17:00:00Z,SCBI_007.20170502,SCBI_007.20170502.AMBAME.N,Amblyomma americanum,AMBAME,species,Ixodidae,NA,NA,NA,Amblyomma,NA,americanum,NA,NA,"Cooley, R. A. and G. M. Kohls. 1944. The genus Amblyomma (ixodidae) in the United States. The Journal of Parasitology, 30(2):77-111.",GSU_tickIdentification_SOP_2016-11-01.pdf,Linnaeus,Nymph,2,OK,90% ethanol,USNMENT01358120,SCBI_007.20170502.AMBAME.N,Lorenza Beati,Georgia Southern University,NA,20201217T223918Z,RELEASE-2021
68173710-9979-49e6-9dcf-f3f5f3cc2616,SCBI_013.tickPlot.tck,SCBI_013,2017-05-02T20:02:00Z,2018-01-07T17:00:00Z,SCBI_013.20170502,SCBI_013.20170502.IXOSCA.N,Ixodes scapularis,IXOSCA,species,Ixodidae,NA,NA,NA,Ixodes,NA,scapularis,NA,NA,"Cooley, R. A. and G. M. Kohls. 1945. The genus Ixodes in North America. National Institute of Health Bulletin, 184.",GSU_tickIdentification_SOP_2016-11-01.pdf,Say,Nymph,1,OK,90% ethanol,USNMENT01358123,SCBI_013.20170502.IXOSCA.N,Lorenza Beati,Georgia Southern University,NA,20201217T223918Z,RELEASE-2021
926b845b-9487-4e3d-98a8-288e0c62b099,SCBI_013.tickPlot.tck,SCBI_013,2017-05-02T20:02:00Z,2018-01-07T17:00:00Z,SCBI_013.20170502,SCBI_013.20170502.AMBAME.N,Amblyomma americanum,AMBAME,species,Ixodidae,NA,NA,NA,Amblyomma,NA,americanum,NA,NA,"Cooley, R. A. and G. M. Kohls. 1944. The genus Amblyomma (ixodidae) in the United States. The Journal of Parasitology, 30(2):77-111.",GSU_tickIdentification_SOP_2016-11-01.pdf,Linnaeus,Nymph,3,OK,90% ethanol,USNMENT01358122,SCBI_013.20170502.AMBAME.N,Lorenza Beati,Georgia Southern University,NA,20201217T223918Z,RELEASE-2021
00ddfe4f-9214-4375-bbbb-4bda0a3db0a2,SCBI_039.tickPlot.tck,SCBI_039,2017-05-30T17:54:00Z,2018-01-02T17:00:00Z,SCBI_039.20170530,SCBI_039.20170530.AMBAME.N,Amblyomma americanum,AMBAME,species,Ixodidae,NA,NA,NA,Amblyomma,NA,americanum,NA,NA,"Cooley, R. A. and G. M. Kohls. 1944. The genus Amblyomma (ixodidae) in the United States. The Journal of Parasitology, 30(2):77-111.",GSU_tickIdentification_SOP_2016-11-01.pdf,Linnaeus,Nymph,7,OK,90% ethanol,USNMENT01358458,SCBI_039.20170530.AMBAME.N,Lorenza Beati,Georgia Southern University,NA,20201217T223918Z,RELEASE-2021
92cd5b35-d94f-425e-b5a4-8395637cbe6c,SCBI_039.tickPlot.tck,SCBI_039,2017-05-30T17:54:00Z,2018-09-15T17:00:00Z,SCBI_039.20170530,SCBI_039.20170530.HAELON.N,Haemaphysalis longicornis,HAELON,species,Ixodidae,NA,NA,NA,Haemaphysalis,NA,longicornis,NA,NA,NA,GSU_tickIdentification_SOP_2016-11-01.pdf,NA,Nymph,2,OK,90% ethanol,USNMENT01358459,SCBI_039.20170530.HAELEP.N,Lorenza Beati,Georgia Southern University,NA,20201217T223918Z,RELEASE-2021
25f8ef53-3a42-45d8-9c04-564b0b2516b9,SCBI_006.tickPlot.tck,SCBI_006,2017-05-31T15:00:00Z,2018-01-02T17:00:00Z,SCBI_006.20170531,SCBI_006.20170531.AMBAME.N,Amblyomma americanum,AMBAME,species,Ixodidae,NA,NA,NA,Amblyomma,NA,americanum,NA,NA,"Cooley, R. A. and G. M. Kohls. 1944. The genus Amblyomma (ixodidae) in the United States. The Journal of Parasitology, 30(2):77-111.",GSU_tickIdentification_SOP_2016-11-01.pdf,Linnaeus,Nymph,1,OK,90% ethanol,USNMENT01358457,SCBI_006.20170531.AMBAME.N,Lorenza Beati,Georgia Southern University,NA,20201217T223918Z,RELEASE-2021
1cba41b4-c8d0-4823-99a1-21979c4c2d93,SCBI_002.tickPlot.tck,SCBI_002,2017-05-31T15:53:00Z,2018-01-02T17:00:00Z,SCBI_002.20170531,SCBI_002.20170531.AMBAME.N,Amblyomma americanum,AMBAME,species,Ixodidae,NA,NA,NA,Amblyomma,NA,americanum,NA,NA,"Cooley, R. A. and G. M. Kohls. 1944. The genus Amblyomma (ixodidae) in the United States. The Journal of Parasitology, 30(2):77-111.",GSU_tickIdentification_SOP_2016-11-01.pdf,Linnaeus,Nymph,2,OK,90% ethanol,USNMENT01358443,SCBI_002.20170531.AMBAME.N,Lorenza Beati,Georgia Southern University,NA,20201217T223918Z,RELEASE-2021
5a95c337-7fed-4c7a-91a8-d952ca42e3a6,SCBI_002.tickPlot.tck,SCBI_002,2017-05-31T15:53:00Z,2018-01-02T17:00:00Z,SCBI_002.20170531,SCBI_002.20170531.IXOSCA.N,Ixodes scapularis,IXOSCA,species,Ixodidae,NA,NA,NA,Ixodes,NA,scapularis,NA,NA,"Cooley, R. A. and G. M. Kohls. 1945. The genus Ixodes in North America. National Institute of Health Bulletin, 184.",GSU_tickIdentification_SOP_2016-11-01.pdf,Say,Nymph,5,OK,90% ethanol,USNMENT01358444,SCBI_002.20170531.IXOSCA.N,Lorenza Beati,Georgia Southern University,NA,20201217T223918Z,RELEASE-2021
e1251d2b-5e58-4e09-8241-0bfa13c707cf,SCBI_007.tickPlot.tck,SCBI_007,2017-05-31T17:32:00Z,2018-01-02T17:00:00Z,SCBI_007.20170531,SCBI_007.20170531.AMBAME.M,Amblyomma americanum,AMBAME,species,Ixodidae,NA,NA,NA,Amblyomma,NA,americanum,NA,NA,"Cooley, R. A. and G. M. Kohls. 1944. The genus Amblyomma (ixodidae) in the United States. The Journal of Parasitology, 30(2):77-111.",GSU_tickIdentification_SOP_2016-11-01.pdf,Linnaeus,Male,1,OK,90% ethanol,USNMENT01358434,SCBI_007.20170531.AMBAME.M,Lorenza Beati,Georgia Southern University,TO PAULA,20201217T223918Z,RELEASE-2021
3d33d788-e764-48b1-87d0-0e73bc21f529,SCBI_007.tickPlot.tck,SCBI_007,2017-05-31T17:32:00Z,2018-09-15T17:00:00Z,SCBI_007.20170531,SCBI_007.20170531.HAELON.N,Haemaphysalis longicornis,HAELON,species,Ixodidae,NA,NA,NA,Haemaphysalis,NA,longicornis,NA,NA,NA,GSU_tickIdentification_SOP_2016-11-01.pdf,NA,Nymph,1,OK,90% ethanol,USNMENT01358430,SCBI_007.20170531.HAELEP.N,Lorenza Beati,Georgia Southern University,NA,20201217T223918Z,RELEASE-2021
0936296f-7780-4c16-b34b-78f47609dc3f,SCBI_007.tickPlot.tck,SCBI_007,2017-05-31T17:32:00Z,2018-01-02T17:00:00Z,SCBI_007.20170531,SCBI_007.20170531.DERVAR.F,Dermacentor variabilis,DERVAR,species,Ixodidae,NA,NA,NA,Dermacentor,NA,variabilis,NA,NA,"Yunker, C. E., Keirans, J. E., Clifford, C. M., and E. R. Easton. 1986. Dermacentor ticks (Acari: Ixodoidea: Ixodidae) of the New World: a scanning electron microscope atlas. Proceedings of the Entomological Society of Washington, 88(4):609-627.",GSU_tickIdentification_SOP_2016-11-01.pdf,Say,Female,1,OK,90% ethanol,USNMENT01358433,SCBI_007.20170531.DERVAR.F,Lorenza Beati,Georgia Southern University,TO PAULA,20201217T223918Z,RELEASE-2021
50e37850-0488-430a-a94b-85ef2cf6c33a,SCBI_007.tickPlot.tck,SCBI_007,2017-05-31T17:32:00Z,2018-01-02T17:00:00Z,SCBI_007.20170531,SCBI_007.20170531.IXOSCA.N,Ixodes scapularis,IXOSCA,species,Ixodidae,NA,NA,NA,Ixodes,NA,scapularis,NA,NA,"Cooley, R. A. and G. M. Kohls. 1945. The genus Ixodes in North America. National Institute of Health Bulletin, 184.",GSU_tickIdentification_SOP_2016-11-01.pdf,Say,Nymph,4,OK,90% ethanol,USNMENT01358431,SCBI_007.20170531.IXOSCA.N,Lorenza Beati,Georgia Southern University,NA,20201217T223918Z,RELEASE-2021
1ee772ff-ccfa-4526-a50b-e398a371c4f6,SCBI_007.tickPlot.tck,SCBI_007,2017-05-31T17:32:00Z,2018-01-02T17:00:00Z,SCBI_007.20170531,SCBI_007.20170531.DERVAR.M,Dermacentor variabilis,DERVAR,species,Ixodidae,NA,NA,NA,Dermacentor,NA,variabilis,NA,NA,"Yunker, C. E., Keirans, J. E., Clifford, C. M., and E. R. Easton. 1986. Dermacentor ticks (Acari: Ixodoidea: Ixodidae) of the New World: a scanning electron microscope atlas. Proceedings of the Entomological Society of Washington, 88(4):609-627.",GSU_tickIdentification_SOP_2016-11-01.pdf,Say,Male,2,OK,90% ethanol,USNMENT01358432,SCBI_007.20170531.DERVAR.M,Lorenza Beati,Georgia Southern University,NA,20201217T223918Z,RELEASE-2021
56cba3bb-c3f4-441c-bbbb-ec4a1a881b54,SCBI_013.tickPlot.tck,SCBI_013,2017-05-31T19:00:00Z,2018-01-02T17:00:00Z,SCBI_013.20170531,SCBI_013.20170531.AMBAME.N,Amblyomma americanum,AMBAME,species,Ixodidae,NA,NA,NA,Amblyomma,NA,americanum,NA,NA,"Cooley, R. A. and G. M. Kohls. 1944. The genus Amblyomma (ixodidae) in the United States. The Journal of Parasitology, 30(2):77-111.",GSU_tickIdentification_SOP_2016-11-01.pdf,Linnaeus,Nymph,18,OK,90% ethanol,USNMENT01358438,SCBI_013.20170531.AMBAME.N,Lorenza Beati,Georgia Southern University,NA,20201217T223918Z,RELEASE-2021
06334173-a6db-4319-8006-c7e1772188ff,SCBI_013.tickPlot.tck,SCBI_013,2017-05-31T19:00:00Z,2018-01-02T17:00:00Z,SCBI_013.20170531,SCBI_013.20170531.AMBAME.M,Amblyomma americanum,AMBAME,species,Ixodidae,NA,NA,NA,Amblyomma,NA,americanum,NA,NA,"Cooley, R. A. and G. M. Kohls. 1944. The genus Amblyomma (ixodidae) in the United States. The Journal of Parasitology, 30(2):77-111.",GSU_tickIdentification_SOP_2016-11-01.pdf,Linnaeus,Male,3,OK,90% ethanol,USNMENT01358441,SCBI_013.20170531.AMBAME.M,Lorenza Beati,Georgia Southern University,add RML TO PAULA,20201217T223918Z,RELEASE-2021
